Year,Branch_Name,CAP_Round,College_Code,College_Name,Location,College_Type,Category,Seat_Type,Gender,Rank,Percentile
2023-24,D Pharmacy,CAP Round II,01008,"Government Polytechnic, Amravati",Amravati,Government,GOPEN,State Level,Any,1398,86.33
2023-24,D Pharmacy,CAP Round II,01008,"Government Polytechnic, Amravati",Amravati,Government,GSC,State Level,Any,4081,80.67
2023-24,D Pharmacy,CAP Round II,01008,"Government Polytechnic, Amravati",Amravati,Government,GST,State Level,Any,7086,76.33
2023-24,D Pharmacy,CAP Round II,01008,"Government Polytechnic, Amravati",Amravati,Government,GOBC,State Level,Any,1442,86.0
2023-24,D Pharmacy,CAP Round II,01008,"Government Polytechnic, Amravati",Amravati,Government,LOPEN,State Level,Ladies,1132,87.0
2023-24,D Pharmacy,CAP Round II,01008,"Government Polytechnic, Amravati",Amravati,Government,LSC,State Level,Ladies,2115,84.33
2023-24,D Pharmacy,CAP Round II,01008,"Government Polytechnic, Amravati",Amravati,Government,LNTA,State Level,Ladies,1437,86.0
2023-24,D Pharmacy,CAP Round II,01008,"Government Polytechnic, Amravati",Amravati,Government,LNTC,State Level,Ladies,1589,85.67
2023-24,D Pharmacy,CAP Round II,01008,"Government Polytechnic, Amravati",Amravati,Government,LOBC,State Level,Ladies,1405,86.33
2023-24,D Pharmacy,CAP Round II,01008,"Government Polytechnic, Amravati",Amravati,Government,EWS,Special,Any,923,88.0
2023-24,D Pharmacy,CAP Round II,01008,"Government Polytechnic, Amravati",Amravati,Government,TFWS,Special,Any,686,89.0
2023-24,D Pharmacy,CAP Round II,01008,"Government Polytechnic, Amravati",Amravati,Government,ORPHAN,Special,Any,1506,86.0
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,GOPEN,State Level,Any,2619,83.33
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,GSC,State Level,Any,5539,78.33
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,GST,State Level,Any,23470,58.33
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,GNTA,State Level,Any,5615,78.33
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,GNTC,State Level,Any,6243,77.33
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,GOBC,State Level,Any,2977,82.67
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,LOPEN,State Level,Ladies,2191,84.0
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,LSC,State Level,Ladies,6581,77.0
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,LST,State Level,Ladies,23626,58.0
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,LNTB,State Level,Ladies,14179,68.33
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,LNTD,State Level,Ladies,7607,75.67
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,LOBC,State Level,Ladies,2747,83.0
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,EWS,Special,Any,4137,80.33
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,TFWS,Special,Any,2653,83.0
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,DEFOPEN,State Level,Any,2728,83.0
2023-24,D Pharmacy,CAP Round II,01014,"Geetadevi Khandelwal Institute of Pharmacy, Akola",Akola,Aided,ORPHAN,Special,Any,2975,82.67
2023-24,D Pharmacy,CAP Round II,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GOPEN,State Level,Any,4709,79.67
2023-24,D Pharmacy,CAP Round II,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GSC,State Level,Any,16720,65.33
2023-24,D Pharmacy,CAP Round II,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GST,State Level,Any,14631,67.67
2023-24,D Pharmacy,CAP Round II,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GNTC,State Level,Any,9771,73.0
2023-24,D Pharmacy,CAP Round II,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GNTD,State Level,Any,15135,67.0
2023-24,D Pharmacy,CAP Round II,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GOBC,State Level,Any,25865,55.67
2023-24,D Pharmacy,CAP Round II,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LOPEN,State Level,Ladies,2283,84.0
2023-24,D Pharmacy,CAP Round II,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LSC,State Level,Ladies,34278,46.67
2023-24,D Pharmacy,CAP Round II,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LNTC,State Level,Ladies,17525,64.33
2023-24,D Pharmacy,CAP Round II,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LOBC,State Level,Ladies,10187,72.67
2023-24,D Pharmacy,CAP Round II,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,EWS,Special,Any,3503,81.67
2023-24,D Pharmacy,CAP Round II,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,TFWS,Special,Any,9557,73.33
2023-24,D Pharmacy,CAP Round II,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,DEFOPEN,State Level,Any,4932,79.33
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GOPEN,State Level,Any,5382,78.67
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GSC,State Level,Any,11103,71.67
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GST,State Level,Any,25893,55.67
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GNTA,State Level,Any,7885,75.33
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GNTB,State Level,Any,10127,72.67
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GNTC,State Level,Any,15265,67.0
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GNTD,State Level,Any,10657,72.0
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GOBC,State Level,Any,9827,73.0
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,LOPEN,State Level,Ladies,2844,82.67
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,LSC,State Level,Ladies,8511,74.67
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,LST,State Level,Ladies,24542,57.0
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,LNTA,State Level,Ladies,7777,75.33
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,LOBC,State Level,Ladies,9793,73.0
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,PWDOPEN,State Level,Any,8842,74.0
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,EWS,Special,Any,11959,70.67
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,TFWS,Special,Any,985,87.67
2023-24,D Pharmacy,CAP Round II,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,DEFOPEN,State Level,Any,5593,78.33
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GOPEN,State Level,Any,6726,76.67
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GSC,State Level,Any,19515,62.33
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GST,State Level,Any,12680,70.0
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GNTB,State Level,Any,32062,49.0
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GNTC,State Level,Any,8227,75.0
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GOBC,State Level,Any,10246,72.67
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,LOPEN,State Level,Ladies,4931,79.33
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,LSC,State Level,Ladies,17735,64.33
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,LOBC,State Level,Ladies,8953,74.0
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,EWS,Special,Any,14021,68.33
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,DEFOPEN,State Level,Any,9565,73.33
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GST,State Level,Any,10600,72.33
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,LST,State Level,Ladies,10602,72.0
2023-24,D Pharmacy,CAP Round II,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,ORPHAN,Special,Any,10742,72.0
2023-24,D Pharmacy,CAP Round II,01134,"Yavatmal Zilla Vikas Samitee's Pataldhamal Wadhwani College of Pharmacy, Yavatmal",Yavatmal,Unaided,GOPEN,State Level,Any,10004,73.0
2023-24,D Pharmacy,CAP Round II,01134,"Yavatmal Zilla Vikas Samitee's Pataldhamal Wadhwani College of Pharmacy, Yavatmal",Yavatmal,Unaided,GSC,State Level,Any,18998,63.0
2023-24,D Pharmacy,CAP Round II,01134,"Yavatmal Zilla Vikas Samitee's Pataldhamal Wadhwani College of Pharmacy, Yavatmal",Yavatmal,Unaided,GST,State Level,Any,26184,55.33
2023-24,D Pharmacy,CAP Round II,01134,"Yavatmal Zilla Vikas Samitee's Pataldhamal Wadhwani College of Pharmacy, Yavatmal",Yavatmal,Unaided,GNTA,State Level,Any,12167,70.33
2023-24,D Pharmacy,CAP Round II,01134,"Yavatmal Zilla Vikas Samitee's Pataldhamal Wadhwani College of Pharmacy, Yavatmal",Yavatmal,Unaided,GNTC,State Level,Any,19885,62.0
2023-24,D Pharmacy,CAP Round II,01134,"Yavatmal Zilla Vikas Samitee's Pataldhamal Wadhwani College of Pharmacy, Yavatmal",Yavatmal,Unaided,GOBC,State Level,Any,27350,54.0
2023-24,D Pharmacy,CAP Round II,01134,"Yavatmal Zilla Vikas Samitee's Pataldhamal Wadhwani College of Pharmacy, Yavatmal",Yavatmal,Unaided,LNTA,State Level,Ladies,10899,72.0
2023-24,D Pharmacy,CAP Round II,01134,"Yavatmal Zilla Vikas Samitee's Pataldhamal Wadhwani College of Pharmacy, Yavatmal",Yavatmal,Unaided,LOBC,State Level,Ladies,21732,60.0
2023-24,D Pharmacy,CAP Round II,01134,"Yavatmal Zilla Vikas Samitee's Pataldhamal Wadhwani College of Pharmacy, Yavatmal",Yavatmal,Unaided,EWS,Special,Any,20457,61.33
2023-24,D Pharmacy,CAP Round II,01134,"Yavatmal Zilla Vikas Samitee's Pataldhamal Wadhwani College of Pharmacy, Yavatmal",Yavatmal,Unaided,LNTD,State Level,Ladies,18925,63.0
2023-24,D Pharmacy,CAP Round II,01134,"Yavatmal Zilla Vikas Samitee's Pataldhamal Wadhwani College of Pharmacy, Yavatmal",Yavatmal,Unaided,DEFOPEN,State Level,Any,11264,71.33
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,GOPEN,State Level,Any,10162,72.67
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,GSC,State Level,Any,25449,56.0
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,GNTA,State Level,Any,13054,69.33
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,GNTB,State Level,Any,17012,65.0
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,GNTD,State Level,Any,15991,66.33
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,GOBC,State Level,Any,13465,69.0
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,LOPEN,State Level,Ladies,7459,76.0
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,LSC,State Level,Ladies,20802,61.0
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,LNTB,State Level,Ladies,22391,59.33
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,EWS,Special,Any,26264,55.0
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,PWDOPEN,State Level,Any,11893,70.67
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,DEFOPEN,State Level,Any,15293,67.0
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,GST,State Level,Any,15754,66.33
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,LST,State Level,Ladies,15893,66.33
2023-24,D Pharmacy,CAP Round II,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,ORPHAN,Special,Any,16181,66.0
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,GOPEN,State Level,Any,27296,54.0
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,GSC,State Level,Any,33331,47.67
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,GST,State Level,Any,30554,50.67
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,GNTA,State Level,Any,33431,47.67
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,GNTC,State Level,Any,33956,47.0
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,GOBC,State Level,Any,36220,44.67
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,LOPEN,State Level,Ladies,14691,67.67
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,LSC,State Level,Ladies,43962,37.67
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,LNTA,State Level,Ladies,32445,48.67
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,LOBC,State Level,Ladies,28578,52.67
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,EWS,Special,Any,32070,49.0
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,TFWS,Special,Any,37433,43.67
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,PWDOPEN,State Level,Any,29431,51.67
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,DEFOPEN,State Level,Any,34638,46.33
2023-24,D Pharmacy,CAP Round II,01155,"Shikshan Prsarak Mandal's Institute of Pharmacy, Wani",Washim,Unaided,GNTD,State Level,Any,35047,46.0
2023-24,D Pharmacy,CAP Round II,01156,"Janata Shikshan Prasarak Mandal's Sudhakarrao Naik Institute Of Pharmacy, Pusad",Yavatmal,Unaided,GOPEN,State Level,Any,8300,75.0
2023-24,D Pharmacy,CAP Round II,01156,"Janata Shikshan Prasarak Mandal's Sudhakarrao Naik Institute Of Pharmacy, Pusad",Yavatmal,Unaided,GNTA,State Level,Any,9180,73.67
2023-24,D Pharmacy,CAP Round II,01156,"Janata Shikshan Prasarak Mandal's Sudhakarrao Naik Institute Of Pharmacy, Pusad",Yavatmal,Unaided,GNTC,State Level,Any,15965,66.33
2023-24,D Pharmacy,CAP Round II,01156,"Janata Shikshan Prasarak Mandal's Sudhakarrao Naik Institute Of Pharmacy, Pusad",Yavatmal,Unaided,GOBC,State Level,Any,28630,52.67
2023-24,D Pharmacy,CAP Round II,01156,"Janata Shikshan Prasarak Mandal's Sudhakarrao Naik Institute Of Pharmacy, Pusad",Yavatmal,Unaided,LOPEN,State Level,Ladies,7977,75.33
2023-24,D Pharmacy,CAP Round II,01156,"Janata Shikshan Prasarak Mandal's Sudhakarrao Naik Institute Of Pharmacy, Pusad",Yavatmal,Unaided,LSC,State Level,Ladies,38761,42.33
2023-24,D Pharmacy,CAP Round II,01156,"Janata Shikshan Prasarak Mandal's Sudhakarrao Naik Institute Of Pharmacy, Pusad",Yavatmal,Unaided,LNTA,State Level,Ladies,8966,74.0
2023-24,D Pharmacy,CAP Round II,01156,"Janata Shikshan Prasarak Mandal's Sudhakarrao Naik Institute Of Pharmacy, Pusad",Yavatmal,Unaided,LNTC,State Level,Ladies,23950,57.67
2023-24,D Pharmacy,CAP Round II,01156,"Janata Shikshan Prasarak Mandal's Sudhakarrao Naik Institute Of Pharmacy, Pusad",Yavatmal,Unaided,LOBC,State Level,Ladies,14792,67.67
2023-24,D Pharmacy,CAP Round II,01156,"Janata Shikshan Prasarak Mandal's Sudhakarrao Naik Institute Of Pharmacy, Pusad",Yavatmal,Unaided,LNTD,State Level,Ladies,18525,63.33
2023-24,D Pharmacy,CAP Round II,01156,"Janata Shikshan Prasarak Mandal's Sudhakarrao Naik Institute Of Pharmacy, Pusad",Yavatmal,Unaided,DEFOPEN,State Level,Any,9120,73.67
2023-24,D Pharmacy,CAP Round II,01156,"Janata Shikshan Prasarak Mandal's Sudhakarrao Naik Institute Of Pharmacy, Pusad",Yavatmal,Unaided,ORPHAN,Special,Any,9217,73.67
2023-24,D Pharmacy,CAP Round II,01157,"Shri Chhatrapati Shahumaharaj Shikshan Santha's Institute Of Pharmacy, Maregaon",Yavatmal,Unaided,GOPEN,State Level,Any,34168,46.67
2023-24,D Pharmacy,CAP Round II,01157,"Shri Chhatrapati Shahumaharaj Shikshan Santha's Institute Of Pharmacy, Maregaon",Yavatmal,Unaided,GSC,State Level,Any,44937,37.0
2023-24,D Pharmacy,CAP Round II,01157,"Shri Chhatrapati Shahumaharaj Shikshan Santha's Institute Of Pharmacy, Maregaon",Yavatmal,Unaided,GST,State Level,Any,38462,42.67
2023-24,D Pharmacy,CAP Round II,01157,"Shri Chhatrapati Shahumaharaj Shikshan Santha's Institute Of Pharmacy, Maregaon",Yavatmal,Unaided,GNTA,State Level,Any,35704,45.33
