Year,Branch_Name,CAP_Round,College_Code,College_Name,Location,College_Type,Category,Seat_Type,Gender,Rank,Percentile
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOPENH,Home University,Any,2986,93.5183069
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSEBCH,Home University,Any,18203,72.8742408
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LVJH,Home University,Ladies,11814,80.8615246
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LSEBCH,Home University,Ladies,7043,87.2230103
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSCO,Other than Home University,Any,4365,91.2334964
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOPENH,Home University,Any,1709,95.8069437
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOBCH,Home University,Any,1750,95.6975349
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSEBCH,Home University,Any,4087,91.7047923
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LSCH,Home University,Ladies,2535,94.2940911
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LOBCH,Home University,Ladies,1499,96.2708133
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,PWDOPENH,Home University,Any,17118,74.2729203
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOPENO,Other than Home University,Any,1694,95.8420975
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSTO,Other than Home University,Any,5297,89.8517253
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOBCO,Other than Home University,Any,1809,95.6790979
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSEBCO,Other than Home University,Any,3042,93.4143367
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LOPENO,Other than Home University,Ladies,1701,95.8405388
2025-26,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,TFWS,Special,Any,979,97.2893907
2025-26,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GOPENH,Home University,Any,2859,93.8013576
2025-26,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GVJH,Home University,Any,14409,77.5384615
2025-26,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GNT2H,Home University,Any,17108,74.2729203
2025-26,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LOBCH,Home University,Ladies,5388,89.6932792
2025-26,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GOBCO,Other than Home University,Any,20971,69.5274609
2025-26,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LOBCO,Other than Home University,Ladies,10090,82.9815065
2025-26,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GSTO,Other than Home University,Any,20338,70.3663846
2025-26,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GOPENH,Home University,Any,4835,90.4647906
2025-26,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GSTH,Home University,Any,11163,81.6303793
2025-26,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GOBCH,Home University,Any,5713,89.200425
2025-26,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GSEBCH,Home University,Any,11619,81.093815
