Year,Branch_Name,CAP_Round,College_Code,College_Name,Location,College_Type,Category,Seat_Type,Gender,Rank,Percentile
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOPENH,Home University,Any,2417,94.3183994
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOBCH,Home University,Any,2782,93.6121346
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LOPENH,Home University,Ladies,1570,96.0451437
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSEBCH,Home University,Any,2202,94.7567154
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOPENO,Other than Home University,Any,1518,96.1599462
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOBCO,Other than Home University,Any,1587,96.0303073
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,EWS,Special,Any,9747,82.8640237
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOPENH,Home University,Any,1819,95.5477978
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSCH,Home University,Any,3725,92.0988129
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GNT1H,Home University,Any,2927,93.3623452
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GNT2H,Home University,Any,3689,92.1256914
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOBCH,Home University,Any,1976,95.1703621
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSEBCH,Home University,Any,8482,84.6609856
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LOPENH,Home University,Ladies,1162,96.9413843
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LSCH,Home University,Ladies,3896,91.7534181
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOPENO,Other than Home University,Any,1082,97.1280873
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSTO,Other than Home University,Any,5671,88.9149252
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GVJO,Other than Home University,Any,5134,89.7408207
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LOBCO,Other than Home University,Ladies,1876,95.4209957
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,DEFOPENS,State Level,Any,5310,89.4122711
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,TFWS,Special,Any,1665,95.8286882
2024-25,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,EWS,Special,Any,4119,91.3254909
2024-25,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GOPENH,Home University,Any,2875,93.4756536
2024-25,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GOBCH,Home University,Any,18147,71.9874585
2024-25,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LSTH,Home University,Ladies,28133,57.5247477
2024-25,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LNT3H,Home University,Ladies,36244,42.6250781
2024-25,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GOPENO,Other than Home University,Any,4776,90.3256659
2024-25,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GSTO,Other than Home University,Any,23540,64.9166627
2024-25,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LOBCO,Other than Home University,Ladies,11279,80.9968413
2024-25,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,TFWS,Special,Any,4294,91.0955956
2024-25,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GOPENH,Home University,Any,3020,93.1814919
2024-25,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GNT2H,Home University,Any,4930,90.0869898
2024-25,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GOBCH,Home University,Any,4194,91.2195591
2024-25,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GSEBCH,Home University,Any,10083,82.4784918
2024-25,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,LOPENH,Home University,Ladies,2481,94.2022751
2024-25,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,LSCH,Home University,Ladies,6221,87.9283936
2024-25,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GOPENO,Other than Home University,Any,4702,90.4058011
2024-25,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,TFWS,Special,Any,1998,95.1412114
2024-25,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,EWS,Special,Any,11594,80.5269954
2024-25,B Pharmacy,CAP Round III,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GOPENH,Home University,Any,3661,92.1568627
2024-25,B Pharmacy,CAP Round III,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GNT3H,Home University,Any,11291,80.9512783
2024-25,B Pharmacy,CAP Round III,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,LOPENH,Home University,Ladies,5510,89.1665497
2024-25,B Pharmacy,CAP Round III,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,LSCH,Home University,Ladies,11560,80.5269954
2024-25,B Pharmacy,CAP Round III,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,PWDOPENH,Home University,Any,45353,14.2558528
2024-25,B Pharmacy,CAP Round III,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GOPENO,Other than Home University,Any,10735,81.5553386
