Year,Branch_Name,CAP_Round,College_Code,College_Name,Location,College_Type,Category,Seat_Type,Gender,Rank,Percentile
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSTH,Home University,Any,20336,75.251076
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOBCH,Home University,Any,2109,96.3354171
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,EWS,Special,Any,5236,92.39433
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOPENH,Home University,Any,1503,97.186416
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GVJH,Home University,Any,2908,95.2920888
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOBCH,Home University,Any,1907,96.6698219
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LOPENH,Home University,Ladies,1332,97.5026901
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LSCH,Home University,Ladies,2509,95.8430258
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LOBCH,Home University,Ladies,1860,96.6979314
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,PWDROBCH,Home University,Any,31443,60.0603708
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOPENO,Other than Home University,Any,1037,97.9491386
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSCO,Other than Home University,Any,1791,96.8096573
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GVJO,Other than Home University,Any,4678,93.1581779
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GNT2O,Other than Home University,Any,2220,96.1486729
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOBCO,Other than Home University,Any,1104,97.8288964
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LOPENO,Other than Home University,Ladies,157,99.593056
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,DEFOPENS,State Level,Any,8446,88.7284792
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,TFWS,Special,Any,904,98.1456551
2023-24,B Pharmacy,CAP Round III,01003,"Government College of Pharmacy, Amravati",Amravati,Government,EWS,Special,Any,1009,97.9909463
2023-24,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GOPENH,Home University,Any,11333,85.4280903
2023-24,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GVJH,Home University,Any,17229,78.9903156
2023-24,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GOBCH,Home University,Any,13497,83.0945063
2023-24,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LOPENH,Home University,Ladies,9570,87.3954291
2023-24,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LOBCH,Home University,Ladies,11339,85.4280903
2023-24,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GOPENO,Other than Home University,Any,8972,88.0620823
2023-24,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GSCO,Other than Home University,Any,18970,77.14249
2023-24,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LOPENO,Other than Home University,Ladies,4723,93.0892888
2023-24,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LOBCO,Other than Home University,Ladies,16427,79.9774882
2023-24,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,TFWS,Special,Any,1034,97.9491386
2023-24,B Pharmacy,CAP Round III,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,EWS,Special,Any,13286,83.3841463
2023-24,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GOPENH,Home University,Any,2577,95.7007187
2023-24,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GSCH,Home University,Any,5554,92.0177479
2023-24,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GNT2H,Home University,Any,10189,86.6706824
2023-24,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,GOBCH,Home University,Any,3324,94.7574739
2023-24,B Pharmacy,CAP Round III,01131,"Vidya Bharati College of Pharmacy, Amravati",Amravati,Unaided,LOPENH,Home University,Ladies,2608,95.6532988
