Year,Branch_Name,CAP_Round,College_Code,College_Name,Location,College_Type,Category,Seat_Type,Gender,Rank,Percentile
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOPENH,Home University,Any,2743,96.1745367
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSCH,Home University,Any,4497,94.1671647
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSTH,Home University,Any,9109,89.3679174
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GVJH,Home University,Any,2848,96.0660092
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GNT1H,Home University,Any,3478,95.3035568
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GNT2H,Home University,Any,4410,94.2772446
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOBCH,Home University,Any,4288,94.3395273
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LOPENH,Home University,Ladies,1421,97.8307797
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LSCH,Home University,Ladies,4054,94.6439628
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,LOBCH,Home University,Ladies,3662,95.0597286
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,PWDOPENH,Home University,Any,16794,81.2142273
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,PWDRSCH,Home University,Any,17491,80.471296
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GOPENO,Other than Home University,Any,735,98.7258463
2022-23,B Pharmacy,CAP Round I,01003,"Government College of Pharmacy, Amravati",Amravati,Government,GSCO,Other than Home University,Any,2477,96.5015479
