Year,Branch_Name,CAP_Round,College_Code,College_Name,Location,College_Type,Category,Seat_Type,Gender,Rank,Percentile
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GOPENS,State Level,Any,5686,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LOPENS,State Level,Ladies,3260,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GSCS,State Level,Any,9875,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LSCS,State Level,Ladies,6766,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GSTS,State Level,Any,12668,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LSTS,State Level,Ladies,12373,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GVJS,State Level,Any,6058,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GNT1S,State Level,Any,6434,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GNT2S,State Level,Any,8343,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LNT2S,State Level,Ladies,9365,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GNT3S,State Level,Any,20406,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,GOBCS,State Level,Any,10908,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,LOBCS,State Level,Ladies,8755,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,EWS,Special,Any,4491,
2022-23,D Pharmacy,CAP Round I,01115,"J.S.P Mandal's Sudhakarrao Naik Institute of Pharmacy, Pusad Dist. Yavatmal",Yavatmal,Unaided,TFWS,Special,Any,3043,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GOPENS,State Level,Any,3534,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,LOPENS,State Level,Ladies,1783,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GSCS,State Level,Any,6429,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,LSCS,State Level,Ladies,5919,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GSTS,State Level,Any,45686,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,LSTS,State Level,Ladies,50640,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GVJS,State Level,Any,4777,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GNT1S,State Level,Any,4750,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,LNT1S,State Level,Ladies,3989,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GNT2S,State Level,Any,4411,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,LNT2S,State Level,Ladies,3235,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GNT3S,State Level,Any,3928,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,GOBCS,State Level,Any,4009,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,LOBCS,State Level,Ladies,2590,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,PWDOPENS,State Level,Any,24199,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,EWS,Special,Any,5722,
2022-23,D Pharmacy,CAP Round I,01133,"Anuradha College Of Pharmacy, Chikhli",Buldhana,Unaided,TFWS,Special,Any,306,
2022-23,D Pharmacy,CAP Round I,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,GOPENS,State Level,Any,6107,
2022-23,D Pharmacy,CAP Round I,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,LOPENS,State Level,Ladies,2636,
2022-23,D Pharmacy,CAP Round I,01136,"Dr. Rajendra Gode College of Pharmacy,Malkapur",Akola,Unaided,GSCS,State Level,Any,14922,
