college_code,college_name,branch_name,category,cap_round,year,intake,filled_seats
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,OPEN,CAP Round I,2024-25,60,22
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,SC,CAP Round I,2024-25,60,8
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,ST,CAP Round I,2024-25,60,4
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,VJ/DT,CAP Round I,2024-25,60,2
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,NTB,CAP Round I,2024-25,60,1
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,NTC,CAP Round I,2024-25,60,1
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,NTD,CAP Round I,2024-25,60,2
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,OBC,CAP Round I,2024-25,60,9
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,SEBC,CAP Round I,2024-25,60,6
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,PWD,CAP Round I,2024-25,60,2
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,DEF,CAP Round I,2024-25,60,2
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,EWS,CAP Round I,2024-25,60,6
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,TFWS,CAP Round I,2024-25,60,3
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,OPEN,CAP Round I,2024-25,40,11
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,SC,CAP Round I,2024-25,40,4
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,ST,CAP Round I,2024-25,40,3
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,VJ/DT,CAP Round I,2024-25,40,1
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,NTB,CAP Round I,2024-25,40,1
03016,"Bombay College of Pharmacy, Santacruz(E), Mumbai",Pharmacy,NTC,CAP Round I,2024-25,40,2
