Year,CAP_Round,College_Code,College_Name,Location,College_Type,Branch_Code,Branch_Name,Category,Seat_Type,Gender,Rank,Percentile
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,GOPENS,State Level,Any,45068,81.0090469
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,GSTS,State Level,Any,62198,72.6119403
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,GNT2S,State Level,Any,56019,75.867353
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,GNT3S,State Level,Any,67376,69.6924231
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,GOBCS,State Level,Any,47176,79.8081214
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,LOPENS,State Level,Ladies,38817,83.878077
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,LSTS,State Level,Ladies,70583,68.3823818
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,LVJS,State Level,Ladies,42139,82.251586
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,LNT2S,State Level,Ladies,67267,69.6924231
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,LOBCS,State Level,Ladies,40903,83.0041152
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,PWDOPENS,State Level,Any,132109,17.5985227
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,DEFOPENS,State Level,Any,55489,76.0463981
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,TFWS,Special,Any,36423,84.9532361
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,PWDROBC,State Level,Any,140685,4.9294633
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,EWS,Special,Any,44019,81.2345291
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100219110,Civil Engineering,ORPHAN,Special,Any,48315,79.5863208
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100224210,Computer Science and Engineering,GOPENS,State Level,Any,6729,97.3887196
2023-24,CAP Round III,01002,"Government College of Engineering, Amravati",Amravati,Government,100224210,Computer Science and Engineering,GSCS,State Level,Any,15657,93.8067312
